model,model_family,variant,num_keys,num_updates,probe,layer,accuracy,std,ci_lower,ci_upper,behavioral_acc,provenance_tier,source_file,notes
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,2,0.4531,0.0489,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,3,0.4931,0.0434,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,4,0.4855,0.066,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,5,0.4657,0.0327,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,6,0.466,0.0289,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,7,0.432,0.0577,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,8,0.4729,0.0273,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,9,0.5005,0.0537,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,10,0.5207,0.033,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,11,0.5136,0.0681,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,12,0.5336,0.0914,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,13,0.5543,0.0635,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,14,0.4729,0.0273,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,15,0.5343,0.0534,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,16,0.5271,0.0626,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,17,0.472,0.0925,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,18,0.4653,0.1157,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,19,0.5269,0.0674,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,20,0.5133,0.0558,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,21,0.514,0.0396,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,22,0.5747,0.0642,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,23,0.7152,0.1012,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,24,0.7292,0.0984,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,25,0.7152,0.0741,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,26,0.7021,0.061,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,27,0.6885,0.0617,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,28,0.729,0.1052,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,29,0.709,0.0721,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,30,0.7161,0.0357,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,31,0.7097,0.0489,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,32,0.7297,0.0428,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,CVQ_correct,33,0.7034,0.1242,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,0,0.3967,0.085,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,1,0.4868,0.0829,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,2,0.4451,0.1193,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,3,0.5626,0.1354,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,4,0.5033,0.1131,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,5,0.4286,0.14,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,6,0.5297,0.0717,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,7,0.5462,0.1081,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,8,0.4879,0.089,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,9,0.4868,0.0829,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,10,0.4582,0.0857,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,11,0.4011,0.125,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,12,0.5341,0.1587,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,13,0.4736,0.1145,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,14,0.4879,0.1125,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,15,0.6044,0.0948,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,16,0.5154,0.1341,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,17,0.5758,0.1189,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,18,0.6022,0.0802,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,19,0.6187,0.1013,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,20,0.5604,0.0823,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,21,0.6758,0.0795,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,22,0.633,0.0395,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,23,0.9121,0.0719,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,24,0.9121,0.0719,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,25,0.9264,0.0664,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,26,0.9264,0.0664,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,27,0.9264,0.0664,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,28,0.911,0.0885,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,29,0.911,0.0885,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,30,0.911,0.0885,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,31,0.9264,0.0664,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,32,0.9264,0.0664,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,FVQ_correct,33,0.8956,0.1053,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,0,0.8225,0.0496,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,1,0.915,0.0382,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,2,0.965,0.031,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,3,0.98,0.0061,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,4,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,5,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,6,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,7,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,8,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,9,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,10,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,11,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,12,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,13,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,14,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,15,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,16,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,17,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,18,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,19,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,20,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,21,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,22,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,23,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,24,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,25,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,26,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,27,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,28,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,29,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,30,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,31,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,32,1.0,0.0,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,base,2,5,cond_discrimination,33,0.9975,0.005,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-baseline-hf_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,0,0.5,0.1764,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,1,0.5542,0.0765,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,2,0.5667,0.0843,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,3,0.515,0.1342,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,4,0.49,0.1659,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,5,0.515,0.1274,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,6,0.54,0.08,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,7,0.5133,0.1067,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,8,0.5917,0.1078,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,9,0.58,0.1024,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,10,0.5383,0.0888,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,11,0.5517,0.092,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,12,0.5125,0.0929,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,13,0.5375,0.1003,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,14,0.5108,0.1292,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,15,0.42,0.0833,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
gemma-3-4b-it,Gemma-3,lora,2,5,CVQ_correct,16,0.4717,0.1178,,,,raw,v3/results_vllm/probing/probing_gemma-3-4b-it-LoRA_2k_5u.json,8 late layers indexed 0-7 (absolute layer in ci_analysis)
