model,num_keys,num_updates,format,position,accuracy,ci_lower,ci_upper,wilson_hw,n_trials,source_file
claude-4.5-haiku,10,10,flat_nolabel,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,2,0.975,0.95,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,3,0.84,0.79,0.89,0.0511,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,4,0.255,0.195,0.32,0.0602,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,5,0.075,0.04,0.115,0.0379,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,6,0.13,0.085,0.18,0.0472,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,7,0.065,0.035,0.1,0.0358,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,8,0.095,0.055,0.135,0.0417,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,9,0.075,0.04,0.115,0.0379,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,10,0.095,0.055,0.14,0.0417,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_nolabel,last,0.73,0.67,0.79,0.0613,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,1,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,2,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,3,0.9888,0.9663,1.0,0.0355,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,4,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,5,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,6,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,7,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,8,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,9,0.9888,0.9663,1.0,0.0355,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,10,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,flat_verbose,last,0.9551,0.9101,0.9888,0.0497,89,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,1,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,2,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,3,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,4,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,5,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,6,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,7,0.9839,0.9516,1.0,0.0497,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,8,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,9,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,10,0.9839,0.9516,1.0,0.0497,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,block,last,1.0,1.0,1.0,0.0407,62,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,1,0.88,0.835,0.925,0.0457,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,2,0.76,0.7,0.82,0.059,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,3,0.97,0.9449,0.99,0.0265,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,4,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,5,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,6,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,7,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,8,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,9,0.98,0.96,0.995,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,10,0.87,0.82,0.92,0.0472,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,10,landmark,last,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,2,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,3,0.7,0.635,0.76,0.0631,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,4,0.19,0.135,0.245,0.0545,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,5,0.05,0.025,0.08,0.0322,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,6,0.03,0.01,0.055,0.0265,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,7,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,8,0.0,0.0,0.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,10,0.0,0.0,0.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,11,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,13,0.025,0.005,0.05,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,14,0.025,0.005,0.05,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,16,0.035,0.01,0.065,0.0281,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,17,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,19,0.02,0.005,0.04,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,20,0.03,0.01,0.055,0.0265,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_nolabel,last,0.555,0.485,0.62,0.0682,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,1,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,2,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,3,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,4,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,5,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,6,0.9908,0.9725,1.0,0.0293,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,7,0.9908,0.9725,1.0,0.0293,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,8,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,10,0.9725,0.9358,1.0,0.0377,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,11,0.9817,0.9541,1.0,0.0338,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,13,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,14,0.9817,0.9541,1.0,0.0338,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,16,0.9908,0.9725,1.0,0.0293,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,17,0.9908,0.9725,1.0,0.0293,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,19,0.945,0.8991,0.9817,0.0471,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,20,0.9908,0.9725,1.0,0.0293,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,flat_verbose,last,0.9358,0.8899,0.9725,0.0498,109,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,1,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,2,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,3,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,4,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,5,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,6,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,7,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,8,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,10,0.963,0.9136,1.0,0.0497,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,11,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,13,0.9877,0.963,1.0,0.0388,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,14,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,16,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,17,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,19,0.9877,0.963,1.0,0.0388,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,20,0.9877,0.963,1.0,0.0388,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,block,last,1.0,1.0,1.0,0.0317,81,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,1,0.94,0.905,0.97,0.0346,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,2,0.72,0.655,0.78,0.0619,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,3,0.975,0.955,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,4,0.985,0.965,1.0,0.0211,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,5,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,6,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,7,0.99,0.975,1.0,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,8,0.975,0.95,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,10,0.68,0.615,0.745,0.0642,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,11,0.745,0.685,0.805,0.0602,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,13,0.64,0.57,0.705,0.066,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,14,0.695,0.63,0.76,0.0634,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,16,0.48,0.41,0.555,0.0686,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,17,0.485,0.415,0.555,0.0686,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,19,0.31,0.25,0.38,0.0637,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,20,0.17,0.12,0.225,0.0523,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,20,landmark,last,0.98,0.96,0.995,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,2,0.975,0.95,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,3,0.705,0.64,0.77,0.0628,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,4,0.13,0.085,0.18,0.0472,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,5,0.02,0.005,0.04,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,6,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,7,0.0,0.0,0.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,8,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,14,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,20,0.0,0.0,0.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,26,0.02,0.005,0.04,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,31,0.005,0.0,0.015,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,37,0.005,0.0,0.015,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,43,0.005,0.0,0.015,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,49,0.0,0.0,0.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,50,0.0,0.0,0.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_nolabel,last,0.435,0.365,0.5001,0.0681,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,1,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,2,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,3,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,4,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,5,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,6,0.9806,0.9515,1.0,0.0357,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,7,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,8,0.9903,0.9709,1.0,0.0309,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,14,0.9806,0.9515,1.0,0.0357,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,20,0.9806,0.9515,1.0,0.0357,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,26,0.9903,0.9709,1.0,0.0309,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,31,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,37,0.9903,0.9709,1.0,0.0309,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,43,0.9612,0.9223,0.9903,0.0434,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,49,0.9417,0.8932,0.9806,0.0497,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,50,1.0,1.0,1.0,0.0252,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,flat_verbose,last,0.9515,0.9126,0.9903,0.0467,103,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,1,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,2,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,3,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,4,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,5,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,6,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,7,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,8,1.0,1.0,1.0,0.0188,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,14,0.9714,0.9357,0.9929,0.0325,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,20,0.9214,0.8714,0.9643,0.0467,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,26,0.9071,0.8571,0.9571,0.0498,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,31,0.9357,0.8929,0.9714,0.0433,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,37,0.9857,0.9643,1.0,0.0266,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,43,0.9857,0.9643,1.0,0.0266,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,49,0.9429,0.9,0.9786,0.0414,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,50,0.9857,0.9643,1.0,0.0266,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,block,last,0.9929,0.9786,1.0,0.023,140,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,landmark,1,0.905,0.865,0.945,0.0417,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,landmark,2,0.79,0.73,0.845,0.0564,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,landmark,3,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,landmark,4,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
claude-4.5-haiku,10,50,landmark,5,0.985,0.965,1.0,0.0211,200,experiments_cloud/results/ucurve_proprietary/claude-haiku/ucurve_20260520_011947.json
