model,num_keys,num_updates,format,position,accuracy,ci_lower,ci_upper,wilson_hw,n_trials,source_file
claude-sonnet,10,20,flat_verbose,2,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,3,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,4,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,5,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,6,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,7,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,8,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,10,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,11,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,13,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,14,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,16,0.9939,0.9817,1.0,0.0198,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,17,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,19,0.9939,0.9817,1.0,0.0198,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,20,1.0,1.0,1.0,0.0161,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,flat_verbose,last,0.8841,0.8354,0.9329,0.05,164,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,10,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,11,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,13,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,16,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,17,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,19,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,block,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,2,0.81,0.755,0.865,0.0545,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,3,0.985,0.965,1.0,0.0211,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,4,0.91,0.8699,0.945,0.0408,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,5,0.835,0.785,0.885,0.0517,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,6,0.925,0.89,0.96,0.0379,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,7,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,8,0.98,0.96,0.995,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,10,0.905,0.8649,0.945,0.0417,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,11,0.93,0.895,0.965,0.0368,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,13,0.945,0.91,0.975,0.0334,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,14,0.885,0.8399,0.93,0.045,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,16,0.935,0.9,0.97,0.0358,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,17,0.91,0.87,0.95,0.0408,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,19,0.86,0.81,0.91,0.0486,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,20,0.31,0.245,0.375,0.0637,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,20,landmark,last,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,1,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,2,0.885,0.8399,0.93,0.045,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,3,0.44,0.37,0.51,0.0682,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,4,0.33,0.265,0.4,0.0647,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,5,0.21,0.155,0.265,0.0564,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,6,0.145,0.1,0.195,0.0492,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,7,0.135,0.09,0.185,0.0479,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,8,0.175,0.12,0.23,0.0529,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,14,0.305,0.2449,0.37,0.0634,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,20,0.585,0.515,0.655,0.0677,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,26,0.64,0.575,0.705,0.066,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,31,0.715,0.655,0.7751,0.0622,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,37,0.75,0.69,0.8051,0.0598,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,43,0.865,0.815,0.91,0.0479,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,49,0.94,0.905,0.97,0.0346,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,50,0.9,0.86,0.94,0.0425,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_nolabel,last,0.795,0.74,0.85,0.056,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,2,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,3,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,4,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,5,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,6,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,7,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,8,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,14,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,20,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,26,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,31,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,37,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,43,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,49,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,50,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,flat_verbose,last,0.81,0.755,0.86,0.0545,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,14,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,20,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,26,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,31,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,37,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,43,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,49,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,50,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,block,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,1,0.96,0.93,0.985,0.0295,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,2,0.685,0.62,0.75,0.064,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,3,0.975,0.95,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,4,0.95,0.915,0.98,0.0322,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,5,0.91,0.87,0.945,0.0408,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,6,0.97,0.945,0.99,0.0265,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,7,0.98,0.96,0.995,0.0231,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,8,0.95,0.92,0.98,0.0322,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,14,0.89,0.845,0.935,0.0442,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,20,0.56,0.49,0.63,0.0682,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,26,0.1,0.06,0.145,0.0425,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,31,0.035,0.015,0.06,0.0281,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,37,0.005,0.0,0.015,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,43,0.065,0.035,0.1,0.0358,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,49,0.005,0.0,0.015,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,50,0.01,0.0,0.025,0.0189,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,10,50,landmark,last,0.995,0.9849,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,2,0.995,0.985,1.0,0.0163,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,3,0.715,0.655,0.775,0.0622,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,4,0.43,0.36,0.5,0.068,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,5,0.355,0.295,0.42,0.0658,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,6,0.235,0.175,0.295,0.0586,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,7,0.195,0.14,0.25,0.055,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,8,0.115,0.07,0.16,0.045,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,9,0.155,0.105,0.205,0.0505,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,10,0.22,0.16,0.28,0.0574,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_nolabel,last,0.975,0.955,0.995,0.0249,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,1,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,2,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,3,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,4,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,5,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,6,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,7,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,8,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,9,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,10,1.0,1.0,1.0,0.029,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,flat_verbose,last,0.9551,0.9101,0.9888,0.0497,89,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,1,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,2,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,3,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,4,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,5,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,6,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,7,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,8,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,9,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,10,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,block,last,1.0,1.0,1.0,0.0495,50,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,1,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,2,0.9358,0.8899,0.9725,0.0498,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,3,0.9817,0.9541,1.0,0.0338,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,4,0.9908,0.9725,1.0,0.0293,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,5,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,6,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,7,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,8,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,9,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,10,0.9817,0.9541,1.0,0.0338,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,10,landmark,last,1.0,1.0,1.0,0.0239,109,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,1,1.0,1.0,1.0,0.0133,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,2,0.96,0.93,0.985,0.0295,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,3,0.63,0.56,0.695,0.0664,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,4,0.42,0.355,0.4851,0.0678,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,5,0.3,0.24,0.365,0.0631,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,6,0.275,0.215,0.335,0.0616,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,7,0.205,0.15,0.265,0.056,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,8,0.12,0.08,0.17,0.0457,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,10,0.175,0.125,0.23,0.0529,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,11,0.07,0.035,0.105,0.0368,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
claude-sonnet,5,20,flat_nolabel,13,0.03,0.01,0.055,0.0265,200,experiments_cloud/results/ucurve_proprietary/claude-sonnet/ucurve_20260520_024541.json
