theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,IVQ,ordinal,16,0.0,,0.0,0.0133,0.0133,200,0,0,0.0,"{""correct"": 0, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 200}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,IVQ,ordinal,17,0.015,,0.0,0.0361,0.0211,200,3,0,0.015,"{""correct"": 3, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 197}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,IVQ,ordinal,19,0.015,,0.0,0.0361,0.0211,200,3,0,0.015,"{""correct"": 3, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 197}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,CVQ,ordinal,20,0.0,,0.0,0.0133,0.0133,200,0,0,0.0,"{""correct"": 0, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 200}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,20,CVQ,semantic,last,0.47,,0.4015,0.5385,0.0685,200,94,0,0.47,"{""correct"": 94, ""garbage"": 0, ""in_context"": 42, ""in_sequence"": 64}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,FVQ,semantic,first,0.755,,0.6956,0.8144,0.0594,200,151,0,0.755,"{""correct"": 151, ""garbage"": 0, ""in_context"": 2, ""in_sequence"": 47}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,FVQ,ordinal,1,0.82,,0.7666,0.8734,0.0534,200,164,0,0.82,"{""correct"": 164, ""garbage"": 0, ""in_context"": 1, ""in_sequence"": 35}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,2,0.51,,0.4414,0.5786,0.0686,200,102,0,0.51,"{""correct"": 102, ""garbage"": 0, ""in_context"": 1, ""in_sequence"": 97}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,3,0.235,,0.1764,0.2936,0.0586,200,47,0,0.235,"{""correct"": 47, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 153}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,4,0.195,,0.14,0.25,0.055,200,39,0,0.195,"{""correct"": 39, ""garbage"": 0, ""in_context"": 1, ""in_sequence"": 160}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,5,0.145,,0.0958,0.1942,0.0492,200,29,0,0.145,"{""correct"": 29, ""garbage"": 0, ""in_context"": 1, ""in_sequence"": 170}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,6,0.06,,0.0254,0.0946,0.0346,200,12,0,0.06,"{""correct"": 12, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 188}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,7,0.025,,0.0001,0.0499,0.0249,200,5,0,0.025,"{""correct"": 5, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 195}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,8,0.03,,0.0035,0.0565,0.0265,200,6,0,0.03,"{""correct"": 6, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 194}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,14,0.01,,0.0,0.0289,0.0189,200,2,0,0.01,"{""correct"": 2, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 198}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,20,0.0,,0.0,0.0133,0.0133,200,0,0,0.0,"{""correct"": 0, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 200}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,26,0.005,,0.0,0.0213,0.0163,200,1,0,0.005,"{""correct"": 1, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 199}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,31,0.015,,0.0,0.0361,0.0211,200,3,0,0.015,"{""correct"": 3, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 197}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,37,0.005,,0.0,0.0213,0.0163,200,1,0,0.005,"{""correct"": 1, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 199}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,43,0.0,,0.0,0.0133,0.0133,200,0,0,0.0,"{""correct"": 0, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 200}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,IVQ,ordinal,49,0.0,,0.0,0.0133,0.0133,200,0,0,0.0,"{""correct"": 0, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 200}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,CVQ,ordinal,50,0.015,,0.0,0.0361,0.0211,200,3,0,0.015,"{""correct"": 3, ""garbage"": 0, ""in_context"": 0, ""in_sequence"": 197}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
08_museum_naturalistic,claude-4.5-haiku,Claude-4.5,True,base,museum_m0,narrative_m0,10,50,CVQ,semantic,last,0.255,,0.1948,0.3152,0.0602,200,51,0,0.255,"{""correct"": 51, ""garbage"": 0, ""in_context"": 131, ""in_sequence"": 18}",,,raw,legacy/results/museum_ivq/claude-haiku/ivq_full_20260722_173410_summary.json,model_id=claude-haiku-4-5-20251001; comparator=plain flat_nolabel in ucurve_proprietary_results.csv; seed_formula uses PYTHONHASHSEED-salted hash(); stimuli not re-derivable
