state,K,N,condition,layer,correctness_cv_auc,retrieval_all_auc,retrieval_wrong_auc,retrieval_correct_auc,behavioral_acc,n_trials,n_all,n_wrong,n_correct
base,10,50,FVQ,22,0.7689236111111111,0.5253472222222223,0.49407291666666664,0.5358796296296295,0.35,120,120,78,42
base,10,50,FVQ,23,0.7853819444444444,0.5315972222222223,0.5340763888888889,0.5766975308641975,0.35,120,120,78,42
base,10,50,FVQ,24,0.7708101851851852,0.5107638888888889,0.5070833333333333,0.5005015432098766,0.35,120,120,78,42
base,10,50,FVQ,25,0.7481828703703703,0.5118055555555555,0.4533125,0.46003086419753086,0.35,120,120,78,42
base,10,50,FVQ,26,0.7922800925925926,0.4947916666666667,0.4680243055555556,0.5309413580246913,0.35,120,120,78,42
base,10,50,FVQ,27,0.8107060185185185,0.49444444444444446,0.4875798611111112,0.4871913580246914,0.35,120,120,78,42
base,10,50,FVQ,28,0.7970486111111111,0.46319444444444446,0.45978125,0.5352237654320987,0.35,120,120,78,42
base,10,50,FVQ,29,0.8028124999999999,0.501736111111111,0.5162708333333333,0.5997299382716049,0.35,120,120,78,42
base,10,50,FVQ,30,0.7937615740740741,0.4736111111111111,0.546954861111111,0.5260416666666666,0.35,120,120,78,42
base,10,50,FVQ,31,0.7766550925925926,0.4819444444444444,0.5323263888888888,0.6061728395061728,0.35,120,120,78,42
base,10,50,FVQ,32,0.8131828703703704,0.571875,0.49329166666666663,0.7682098765432099,0.35,120,120,78,42
base,10,50,FVQ,33,0.7977199074074075,0.6749999999999999,0.5359097222222221,0.9371527777777778,0.35,120,120,78,42
base,10,50,FVQ,34,0.748263888888889,0.6541666666666666,0.579875,0.9221836419753086,0.35,120,120,78,42
base,10,50,FVQ,35,0.714212962962963,0.6395833333333333,0.5181041666666666,0.9307484567901234,0.35,120,120,78,42
base,10,50,CVQ,0,0.44848484848484854,0.43050000000000005,0.4330578512396695,0.362962962962963,0.45,100,100,55,45
base,10,50,CVQ,1,0.4161616161616162,0.45549999999999996,0.4545454545454545,0.41234567901234576,0.45,100,100,55,45
base,10,50,CVQ,2,0.4404040404040404,0.372,0.47438016528925625,0.3950617283950617,0.45,100,100,55,45
base,10,50,CVQ,3,0.44646464646464645,0.39899999999999997,0.43636363636363634,0.35802469135802467,0.45,100,100,55,45
base,10,50,CVQ,4,0.4686868686868687,0.3715,0.4661157024793388,0.4049382716049383,0.45,100,100,55,45
base,10,50,CVQ,5,0.509090909090909,0.4029999999999999,0.4033057851239669,0.380246913580247,0.45,100,100,55,45
base,10,50,CVQ,6,0.5313131313131313,0.4245,0.487603305785124,0.36790123456790125,0.45,100,100,55,45
base,10,50,CVQ,7,0.5414141414141413,0.4365,0.456198347107438,0.4049382716049383,0.45,100,100,55,45
base,10,50,CVQ,8,0.5212121212121212,0.4010000000000001,0.4644628099173554,0.3950617283950617,0.45,100,100,55,45
base,10,50,CVQ,9,0.5010101010101009,0.40049999999999997,0.45785123966942154,0.34567901234567905,0.45,100,100,55,45
base,10,50,CVQ,10,0.5252525252525252,0.41400000000000003,0.4776859504132231,0.3530864197530864,0.45,100,100,55,45
base,10,50,CVQ,11,0.593939393939394,0.39449999999999996,0.44958677685950416,0.3753086419753086,0.45,100,100,55,45
base,10,50,CVQ,12,0.593939393939394,0.37750000000000006,0.4380165289256198,0.41728395061728396,0.45,100,100,55,45
base,10,50,CVQ,13,0.6181818181818182,0.429,0.43966942148760324,0.36790123456790125,0.45,100,100,55,45
base,10,50,CVQ,14,0.5838383838383838,0.3945,0.43636363636363634,0.4,0.45,100,100,55,45
base,10,50,CVQ,15,0.5676767676767677,0.387,0.45289256198347105,0.3901234567901234,0.45,100,100,55,45
base,10,50,CVQ,16,0.5838383838383838,0.4170000000000001,0.487603305785124,0.38765432098765434,0.45,100,100,55,45
base,10,50,CVQ,17,0.5393939393939394,0.41400000000000003,0.41487603305785126,0.4024691358024691,0.45,100,100,55,45
base,10,50,CVQ,18,0.5373737373737374,0.36100000000000004,0.3950413223140496,0.36049382716049383,0.45,100,100,55,45
base,10,50,CVQ,19,0.5454545454545454,0.3975000000000001,0.48925619834710743,0.36543209876543215,0.45,100,100,55,45
base,10,50,CVQ,20,0.5535353535353534,0.41200000000000003,0.45950413223140496,0.4098765432098765,0.45,100,100,55,45
base,10,50,CVQ,21,0.593939393939394,0.453,0.42644628099173554,0.43950617283950616,0.45,100,100,55,45
base,10,50,CVQ,22,0.5373737373737374,0.43649999999999994,0.48925619834710743,0.39259259259259255,0.45,100,100,55,45
base,10,50,CVQ,23,0.5171717171717172,0.4725,0.4314049586776859,0.41234567901234576,0.45,100,100,55,45
base,10,50,CVQ,24,0.5212121212121212,0.44449999999999995,0.45289256198347105,0.39259259259259255,0.45,100,100,55,45
base,10,50,CVQ,25,0.49696969696969695,0.37700000000000006,0.4677685950413224,0.3506172839506173,0.45,100,100,55,45
base,10,50,CVQ,26,0.5313131313131312,0.403,0.47438016528925625,0.4345679012345679,0.45,100,100,55,45
base,10,50,CVQ,27,0.505050505050505,0.38499999999999995,0.4677685950413223,0.41234567901234576,0.45,100,100,55,45
base,10,50,CVQ,28,0.501010101010101,0.3895,0.4793388429752065,0.44938271604938274,0.45,100,100,55,45
base,10,50,CVQ,29,0.5232323232323232,0.39699999999999996,0.47272727272727266,0.48641975308641977,0.45,100,100,55,45
base,10,50,CVQ,30,0.49696969696969695,0.3855,0.4859504132231406,0.45432098765432105,0.45,100,100,55,45
base,10,50,CVQ,31,0.5050505050505051,0.362,0.5636363636363637,0.45925925925925937,0.45,100,100,55,45
base,10,50,CVQ,32,0.5232323232323233,0.4615,0.4859504132231405,0.5975308641975309,0.45,100,100,55,45
base,10,50,CVQ,33,0.5313131313131313,0.674,0.5322314049586777,0.8962962962962961,0.45,100,100,55,45
base,10,50,CVQ,34,0.5414141414141413,0.6495,0.5057851239669422,0.8790123456790123,0.45,100,100,55,45
base,10,50,CVQ,35,0.5272727272727272,0.6479999999999999,0.5404958677685949,0.8024691358024689,0.45,100,100,55,45
base,10,50,IVQ_d10,0,0.7196803196803196,0.47559375,0.48763822480106195,,0.035,400,400,386,14
base,10,50,IVQ_d10,1,0.6873293373293373,0.48165625,0.49337963069231794,,0.035,400,400,386,14
base,10,50,IVQ_d10,2,0.6698301698301699,0.4963125,0.4938703543099148,,0.035,400,400,386,14
base,10,50,IVQ_d10,3,0.6317682317682317,0.48006249999999995,0.4931886184633437,,0.035,400,400,386,14
base,10,50,IVQ_d10,4,0.6265401265401265,0.51790625,0.49069692656106245,,0.035,400,400,386,14
base,10,50,IVQ_d10,5,0.5842324342324342,0.5509687499999999,0.48379594653320923,,0.035,400,400,386,14
base,10,50,IVQ_d10,6,0.5783716283716284,0.47371875,0.4851177460568071,,0.035,400,400,386,14
base,10,50,IVQ_d10,7,0.568981018981019,0.48290625,0.4960000150809341,,0.035,400,400,386,14
base,10,50,IVQ_d10,8,0.5689643689643689,0.47962499999999997,0.4904433949888495,,0.035,400,400,386,14
base,10,50,IVQ_d10,9,0.5652181152181152,0.497375,0.49253395622026996,,0.035,400,400,386,14
base,10,50,IVQ_d10,10,0.5742923742923743,0.45918749999999997,0.4828959141646455,,0.035,400,400,386,14
base,10,50,IVQ_d10,11,0.6074758574758575,0.4887499999999999,0.48559837875522194,,0.035,400,400,386,14
base,10,50,IVQ_d10,12,0.5587079587079588,0.51553125,0.4904519889035373,,0.035,400,400,386,14
base,10,50,IVQ_d10,13,0.5006493506493506,0.51290625,0.5120534754400887,,0.035,400,400,386,14
base,10,50,IVQ_d10,14,0.5288378288378287,0.50609375,0.5149531676005202,,0.035,400,400,386,14
base,10,50,IVQ_d10,15,0.549000999000999,0.5378125,0.4986158973671461,,0.035,400,400,386,14
base,10,50,IVQ_d10,16,0.5111055611055612,0.5195937500000001,0.5039437030945522,,0.035,400,400,386,14
base,10,50,IVQ_d10,17,0.5183816183816183,0.5229375,0.5039286720605402,,0.035,400,400,386,14
base,10,50,IVQ_d10,18,0.47114552114552116,0.51134375,0.5202158813547425,,0.035,400,400,386,14
base,10,50,IVQ_d10,19,0.447935397935398,0.49625,0.49377645886137395,,0.035,400,400,386,14
base,10,50,IVQ_d10,20,0.4384448884448885,0.51825,0.504640259285614,,0.035,400,400,386,14
base,10,50,IVQ_d10,21,0.4444388944388944,0.49884375,0.47514989727776935,,0.035,400,400,386,14
base,10,50,IVQ_d10,22,0.546936396936397,0.50965625,0.4779129517391255,,0.035,400,400,386,14
base,10,50,IVQ_d10,23,0.472943722943723,0.48684374999999996,0.4838386943282048,,0.035,400,400,386,14
base,10,50,IVQ_d10,24,0.45784215784215787,0.49456249999999996,0.4918390966343015,,0.035,400,400,386,14
base,10,50,IVQ_d10,25,0.4707625707625708,0.50153125,0.46026095117004207,,0.035,400,400,386,14
base,10,50,IVQ_d10,26,0.5638195138195139,0.46859375000000003,0.4915880434361952,,0.035,400,400,386,14
base,10,50,IVQ_d10,27,0.5688811188811189,0.51096875,0.46503787033257565,,0.035,400,400,386,14
base,10,50,IVQ_d10,28,0.5724275724275725,0.48190625000000004,0.5105148763989923,,0.035,400,400,386,14
base,10,50,IVQ_d10,29,0.597885447885448,0.483875,0.5030380763647497,,0.035,400,400,386,14
base,10,50,IVQ_d10,30,0.5729104229104228,0.4868125,0.47135014502646866,,0.035,400,400,386,14
base,10,50,IVQ_d10,31,0.6008991008991009,0.47653125,0.47093074535631974,,0.035,400,400,386,14
base,10,50,IVQ_d10,32,0.5287046287046286,0.49109375,0.4574209728555383,,0.035,400,400,386,14
base,10,50,IVQ_d10,33,0.449034299034299,0.47703125,0.45925585680830433,,0.035,400,400,386,14
base,10,50,IVQ_d10,34,0.42594072594072596,0.47668750000000004,0.4657223894986132,,0.035,400,400,386,14
base,10,50,IVQ_d10,35,0.3780719280719281,0.47765625000000006,0.4452046455043458,,0.035,400,400,386,14
base,10,50,IVQ_d25,0,0.9899497487437185,0.47093750000000006,0.4689369041419644,,0.005,400,400,398,2
base,10,50,IVQ_d25,1,0.9949748743718593,0.4788125,0.4718823806281045,,0.005,400,400,398,2
base,10,50,IVQ_d25,2,0.9949748743718593,0.47725,0.4714223832318539,,0.005,400,400,398,2
base,10,50,IVQ_d25,3,0.9899497487437185,0.47828124999999994,0.4575686889120333,,0.005,400,400,398,2
base,10,50,IVQ_d25,4,0.9949748743718593,0.48081250000000003,0.4781873147332158,,0.005,400,400,398,2
base,10,50,IVQ_d25,5,0.9824120603015075,0.48374999999999996,0.467540232935427,,0.005,400,400,398,2
base,10,50,IVQ_d25,6,0.9798994974874371,0.5224062500000001,0.49618391984457616,,0.005,400,400,398,2
base,10,50,IVQ_d25,7,0.9849246231155779,0.51428125,0.48355513439352665,,0.005,400,400,398,2
base,10,50,IVQ_d25,8,0.9849246231155779,0.50090625,0.49531348141323506,,0.005,400,400,398,2
base,10,50,IVQ_d25,9,0.9899497487437185,0.502375,0.49228643246274634,,0.005,400,400,398,2
base,10,50,IVQ_d25,10,0.9773869346733668,0.4751250000000001,0.46844309305399784,,0.005,400,400,398,2
base,10,50,IVQ_d25,11,0.9824120603015075,0.5231874999999999,0.49154399335042465,,0.005,400,400,398,2
base,10,50,IVQ_d25,12,0.9673366834170853,0.5154375,0.5521365115766703,,0.005,400,400,398,2
base,10,50,IVQ_d25,13,0.9698492462311559,0.46328125,0.47884952331357156,,0.005,400,400,398,2
base,10,50,IVQ_d25,14,0.9623115577889447,0.50190625,0.485018907226406,,0.005,400,400,398,2
base,10,50,IVQ_d25,15,0.9195979899497488,0.47459375000000004,0.5008218534689954,,0.005,400,400,398,2
base,10,50,IVQ_d25,16,0.8190954773869347,0.48624999999999996,0.5135549190834803,,0.005,400,400,398,2
base,10,50,IVQ_d25,17,0.8668341708542713,0.493375,0.5034653551113604,,0.005,400,400,398,2
base,10,50,IVQ_d25,18,0.8869346733668342,0.5049374999999999,0.4786190263980131,,0.005,400,400,398,2
base,10,50,IVQ_d25,19,0.9020100502512562,0.48415625,0.5026812184545746,,0.005,400,400,398,2
base,10,50,IVQ_d25,20,0.8592964824120604,0.48134375,0.4724966201329915,,0.005,400,400,398,2
base,10,50,IVQ_d25,21,0.7814070351758794,0.46084375,0.49100995934145175,,0.005,400,400,398,2
base,10,50,IVQ_d25,22,0.8517587939698492,0.47921874999999997,0.488230491908348,,0.005,400,400,398,2
base,10,50,IVQ_d25,23,0.864321608040201,0.48525,0.5004697264060247,,0.005,400,400,398,2
base,10,50,IVQ_d25,24,0.8819095477386935,0.4499374999999999,0.5049478448966512,,0.005,400,400,398,2
base,10,50,IVQ_d25,25,0.8994974874371859,0.48859375,0.49689927495593655,,0.005,400,400,398,2
base,10,50,IVQ_d25,26,0.3944723618090452,0.46049999999999996,0.4879032657026118,,0.005,400,400,398,2
base,10,50,IVQ_d25,27,0.34673366834170855,0.4679062500000001,0.5057149595417402,,0.005,400,400,398,2
base,10,50,IVQ_d25,28,0.3743718592964824,0.47284375,0.49496476426053526,,0.005,400,400,398,2
base,10,50,IVQ_d25,29,0.40452261306532666,0.4723125,0.47840565414196445,,0.005,400,400,398,2
base,10,50,IVQ_d25,30,0.46984924623115576,0.46534375,0.46978822003685305,,0.005,400,400,398,2
base,10,50,IVQ_d25,31,0.3517587939698492,0.4853124999999999,0.5129026398013139,,0.005,400,400,398,2
base,10,50,IVQ_d25,32,0.7587939698492463,0.4801875,0.5349064102307323,,0.005,400,400,398,2
base,10,50,IVQ_d25,33,0.879396984924623,0.46990625,0.5356074547348181,,0.005,400,400,398,2
base,10,50,IVQ_d25,34,0.8844221105527639,0.45062499999999994,0.4956444880628105,,0.005,400,400,398,2
base,10,50,IVQ_d25,35,0.8592964824120604,0.47962499999999997,0.46424005067296914,,0.005,400,400,398,2
base,10,50,IVQ_d50,0,,0.4652777777777778,0.47361111111111115,,0.0,60,60,60,0
base,10,50,IVQ_d50,1,,0.44861111111111107,0.4930555555555555,,0.0,60,60,60,0
base,10,50,IVQ_d50,2,,0.5319444444444444,0.5430555555555555,,0.0,60,60,60,0
base,10,50,IVQ_d50,3,,0.5236111111111111,0.5347222222222222,,0.0,60,60,60,0
base,10,50,IVQ_d50,4,,0.4402777777777779,0.4625,,0.0,60,60,60,0
base,10,50,IVQ_d50,5,,0.48888888888888893,0.4722222222222223,,0.0,60,60,60,0
base,10,50,IVQ_d50,6,,0.44305555555555554,0.4375,,0.0,60,60,60,0
base,10,50,IVQ_d50,7,,0.45972222222222225,0.49861111111111117,,0.0,60,60,60,0
base,10,50,IVQ_d50,8,,0.4569444444444445,0.4791666666666667,,0.0,60,60,60,0
base,10,50,IVQ_d50,9,,0.49722222222222223,0.4444444444444445,,0.0,60,60,60,0
base,10,50,IVQ_d50,10,,0.45,0.45972222222222225,,0.0,60,60,60,0
base,10,50,IVQ_d50,11,,0.4791666666666667,0.4875,,0.0,60,60,60,0
base,10,50,IVQ_d50,12,,0.48194444444444445,0.4722222222222222,,0.0,60,60,60,0
base,10,50,IVQ_d50,13,,0.4875,0.5402777777777777,,0.0,60,60,60,0
base,10,50,IVQ_d50,14,,0.4930555555555555,0.46805555555555556,,0.0,60,60,60,0
base,10,50,IVQ_d50,15,,0.40555555555555556,0.43472222222222223,,0.0,60,60,60,0
base,10,50,IVQ_d50,16,,0.45555555555555555,0.45555555555555555,,0.0,60,60,60,0
base,10,50,IVQ_d50,17,,0.4847222222222222,0.49444444444444446,,0.0,60,60,60,0
base,10,50,IVQ_d50,18,,0.4694444444444444,0.4958333333333333,,0.0,60,60,60,0
base,10,50,IVQ_d50,19,,0.4777777777777777,0.46388888888888885,,0.0,60,60,60,0
base,10,50,IVQ_d50,20,,0.4444444444444445,0.4972222222222221,,0.0,60,60,60,0
base,10,50,IVQ_d50,21,,0.4958333333333334,0.5180555555555555,,0.0,60,60,60,0
base,10,50,IVQ_d50,22,,0.4208333333333334,0.4847222222222222,,0.0,60,60,60,0
base,10,50,IVQ_d50,23,,0.48888888888888893,0.4763888888888889,,0.0,60,60,60,0
base,10,50,IVQ_d50,24,,0.4958333333333334,0.4791666666666667,,0.0,60,60,60,0
base,10,50,IVQ_d50,25,,0.39722222222222225,0.4708333333333333,,0.0,60,60,60,0
base,10,50,IVQ_d50,26,,0.5597222222222221,0.49722222222222223,,0.0,60,60,60,0
base,10,50,IVQ_d50,27,,0.4805555555555556,0.5013888888888889,,0.0,60,60,60,0
base,10,50,IVQ_d50,28,,0.5472222222222223,0.47916666666666663,,0.0,60,60,60,0
base,10,50,IVQ_d50,29,,0.44305555555555565,0.39583333333333337,,0.0,60,60,60,0
base,10,50,IVQ_d50,30,,0.41388888888888886,0.5194444444444445,,0.0,60,60,60,0
base,10,50,IVQ_d50,31,,0.4694444444444444,0.5138888888888888,,0.0,60,60,60,0
base,10,50,IVQ_d50,32,,0.36388888888888893,0.49722222222222223,,0.0,60,60,60,0
base,10,50,IVQ_d50,33,,0.5055555555555556,0.576388888888889,,0.0,60,60,60,0
base,10,50,IVQ_d50,34,,0.5208333333333334,0.5791666666666667,,0.0,60,60,60,0
base,10,50,IVQ_d50,35,,0.5138888888888888,0.5444444444444445,,0.0,60,60,60,0
base,10,50,IVQ_d75,0,0.6388888888888888,0.50096875,0.4891861180099343,,0.01,400,400,396,4
base,10,50,IVQ_d75,1,0.6237373737373737,0.49521875,0.47556589488863965,,0.01,400,400,396,4
base,10,50,IVQ_d75,2,0.4722222222222222,0.49340625000000005,0.4940575228328793,,0.01,400,400,396,4
base,10,50,IVQ_d75,3,0.48737373737373735,0.5101875,0.48687141984457616,,0.01,400,400,396,4
base,10,50,IVQ_d75,4,0.48484848484848486,0.51334375,0.4876192367008493,,0.01,400,400,396,4
base,10,50,IVQ_d75,5,0.5,0.5176562500000002,0.4820143456577471,,0.01,400,400,396,4
base,10,50,IVQ_d75,6,0.5353535353535354,0.5126250000000001,0.5185479540538375,,0.01,400,400,396,4
base,10,50,IVQ_d75,7,0.4747474747474747,0.49015624999999996,0.4861009203252683,,0.01,400,400,396,4
base,10,50,IVQ_d75,8,0.37878787878787884,0.50003125,0.4767394598221439,,0.01,400,400,396,4
base,10,50,IVQ_d75,9,0.34090909090909094,0.46859375,0.47570642725524753,,0.01,400,400,396,4
base,10,50,IVQ_d75,10,0.4116161616161616,0.51115625,0.5101482735138599,,0.01,400,400,396,4
base,10,50,IVQ_d75,11,0.37373737373737376,0.5069687500000001,0.46882128264701173,,0.01,400,400,396,4
base,10,50,IVQ_d75,12,0.3585858585858586,0.5229374999999999,0.470423980531966,,0.01,400,400,396,4
base,10,50,IVQ_d75,13,0.3106060606060606,0.49675,0.4568085493110079,,0.01,400,400,396,4
base,10,50,IVQ_d75,14,0.29292929292929293,0.5006250000000001,0.48359315414196447,,0.01,400,400,396,4
base,10,50,IVQ_d75,15,0.23484848484848483,0.5008437499999999,0.4597030523954494,,0.01,400,400,396,4
base,10,50,IVQ_d75,16,0.4015151515151515,0.52209375,0.48428344816535807,,0.01,400,400,396,4
base,10,50,IVQ_d75,17,0.41666666666666663,0.4795312500000001,0.4790408187790418,,0.01,400,400,396,4
base,10,50,IVQ_d75,18,0.356060606060606,0.5126875,0.495470737862522,,0.01,400,400,396,4
base,10,50,IVQ_d75,19,0.3484848484848484,0.5,0.49923904923089246,,0.01,400,400,396,4
base,10,50,IVQ_d75,20,0.44191919191919193,0.5111874999999999,0.5084249469235699,,0.01,400,400,396,4
base,10,50,IVQ_d75,21,0.40909090909090906,0.49043749999999997,0.5053618460583239,,0.01,400,400,396,4
base,10,50,IVQ_d75,22,0.4166666666666667,0.512875,0.4840710673369653,,0.01,400,400,396,4
base,10,50,IVQ_d75,23,0.39646464646464646,0.48843749999999997,0.44246799391123215,,0.01,400,400,396,4
base,10,50,IVQ_d75,24,0.4848484848484848,0.528625,0.5059138058804679,,0.01,400,400,396,4
base,10,50,IVQ_d75,25,0.446969696969697,0.5140625,0.49230474383111683,,0.01,400,400,396,4
base,10,50,IVQ_d75,26,0.3712121212121212,0.5260625,0.4762647512417882,,0.01,400,400,396,4
base,10,50,IVQ_d75,27,0.3712121212121212,0.52809375,0.47137163515462266,,0.01,400,400,396,4
base,10,50,IVQ_d75,28,0.4015151515151515,0.5161562500000001,0.48072931521390805,,0.01,400,400,396,4
base,10,50,IVQ_d75,29,0.3787878787878788,0.5217812500000001,0.48539550953372856,,0.01,400,400,396,4
base,10,50,IVQ_d75,30,0.41161616161616166,0.4503125,0.46487085402980294,,0.01,400,400,396,4
base,10,50,IVQ_d75,31,0.4217171717171717,0.4955,0.4967766834241307,,0.01,400,400,396,4
base,10,50,IVQ_d75,32,0.23484848484848483,0.47771875,0.4983495183063612,,0.01,400,400,396,4
base,10,50,IVQ_d75,33,0.2803030303030303,0.50475,0.5043640492308925,,0.01,400,400,396,4
base,10,50,IVQ_d75,34,0.2398989898989899,0.4605625,0.5137016203332799,,0.01,400,400,396,4
base,10,50,IVQ_d75,35,0.2196969696969697,0.49487500000000006,0.5091001241788176,,0.01,400,400,396,4
base,10,50,IVQ_d90,0,0.5911881977671452,0.53259375,0.5169007423486324,,0.0475,400,400,381,19
base,10,50,IVQ_d90,1,0.6036511733880154,0.5522812500000001,0.48878439885832775,,0.0475,400,400,381,19
base,10,50,IVQ_d90,2,0.5730035315561631,0.513375,0.5241777878020099,,0.0475,400,400,381,19
base,10,50,IVQ_d90,3,0.5783065618591935,0.5469062499999999,0.5392656067715427,,0.0475,400,400,381,19
base,10,50,IVQ_d90,4,0.4992139439507861,0.5251875,0.5256142165206092,,0.0475,400,400,381,19
base,10,50,IVQ_d90,5,0.5477956254272044,0.5378749999999999,0.5187526776924913,,0.0475,400,400,381,19
base,10,50,IVQ_d90,6,0.5100165185691502,0.54784375,0.5244997182728772,,0.0475,400,400,381,19
base,10,50,IVQ_d90,7,0.4496269081795397,0.5290312499999998,0.4972811814224557,,0.0475,400,400,381,19
base,10,50,IVQ_d90,8,0.4386847801321485,0.57875,0.5149112022272794,,0.0475,400,400,381,19
base,10,50,IVQ_d90,9,0.4428742310321258,0.5405625,0.4642832322370582,,0.0475,400,400,381,19
base,10,50,IVQ_d90,10,0.42085326953748003,0.5526249999999999,0.4965149350415746,,0.0475,400,400,381,19
base,10,50,IVQ_d90,11,0.4028480291638187,0.54871875,0.5084863930004593,,0.0475,400,400,381,19
base,10,50,IVQ_d90,12,0.45170881749829117,0.5221875,0.4873218414675226,,0.0475,400,400,381,19
base,10,50,IVQ_d90,13,0.4781299840510367,0.51384375,0.5071674732254111,,0.0475,400,400,381,19
base,10,50,IVQ_d90,14,0.4659432672590567,0.5493750000000001,0.5299134343190357,,0.0475,400,400,381,19
base,10,50,IVQ_d90,15,0.4719355206197312,0.51834375,0.5075461287282708,,0.0475,400,400,381,19
base,10,50,IVQ_d90,16,0.4430565048986101,0.5077187500000001,0.49804697227440686,,0.0475,400,400,381,19
base,10,50,IVQ_d90,17,0.4187799043062201,0.522125,0.47422582274364833,,0.0475,400,400,381,19
base,10,50,IVQ_d90,18,0.39827979038505357,0.52515625,0.5072552676664631,,0.0475,400,400,381,19
base,10,50,IVQ_d90,19,0.4112297789929369,0.500375,0.4820220368543929,,0.0475,400,400,381,19
base,10,50,IVQ_d90,20,0.4089428115743905,0.55578125,0.5245414867716736,,0.0475,400,400,381,19
base,10,50,IVQ_d90,21,0.37677432216905904,0.51915625,0.49161926635080216,,0.0475,400,400,381,19
base,10,50,IVQ_d90,22,0.42418546365914783,0.5383437499999999,0.49035194398722837,,0.0475,400,400,381,19
base,10,50,IVQ_d90,23,0.4261562998405104,0.5477812499999999,0.5168285877341711,,0.0475,400,400,381,19
base,10,50,IVQ_d90,24,0.46248006379585327,0.57175,0.5060464924506008,,0.0475,400,400,381,19
base,10,50,IVQ_d90,25,0.40870357712462974,0.5340312500000001,0.4800295883560265,,0.0475,400,400,381,19
base,10,50,IVQ_d90,26,0.37570061517429937,0.5268124999999999,0.49401694871304896,,0.0475,400,400,381,19
base,10,50,IVQ_d90,27,0.344395078605605,0.4944375,0.4653825345069005,,0.0475,400,400,381,19
base,10,50,IVQ_d90,28,0.37895306447938026,0.5098125,0.5154337055900174,,0.0475,400,400,381,19
base,10,50,IVQ_d90,29,0.3679055593529278,0.518,0.5042215734763491,,0.0475,400,400,381,19
base,10,50,IVQ_d90,30,0.3903765094554569,0.5295937499999999,0.5203615533116018,,0.0475,400,400,381,19
base,10,50,IVQ_d90,31,0.4022556390977444,0.52971875,0.46126651525975193,,0.0475,400,400,381,19
base,10,50,IVQ_d90,32,0.5527170198222829,0.5252812499999999,0.4768690176787273,,0.0475,400,400,381,19
base,10,50,IVQ_d90,33,0.5513243335611756,0.5689375,0.4770515387767249,,0.0475,400,400,381,19
base,10,50,IVQ_d90,34,0.5898667122351333,0.5689374999999999,0.4573919847465554,,0.0475,400,400,381,19
base,10,50,IVQ_d90,35,0.5701270221007062,0.5604375000000001,0.48689537878748945,,0.0475,400,400,381,19
base,10,75,FVQ,0,0.6281828703703703,0.5204861111111111,0.39215625,0.5668981481481482,0.3583,120,120,77,43
base,10,75,FVQ,1,0.6314699074074074,0.5319444444444444,0.43312847222222217,0.5844907407407407,0.3583,120,120,77,43
base,10,75,FVQ,2,0.6217708333333334,0.5944444444444443,0.43824652777777773,0.567554012345679,0.3583,120,120,77,43
base,10,75,FVQ,3,0.6142824074074074,0.5472222222222223,0.4300277777777778,0.5334876543209877,0.3583,120,120,77,43
base,10,75,FVQ,4,0.619375,0.4961805555555555,0.4197673611111111,0.6401234567901235,0.3583,120,120,77,43
base,10,75,FVQ,5,0.6150115740740741,0.5375,0.4137326388888889,0.4849537037037037,0.3583,120,120,77,43
base,10,75,FVQ,6,0.6199652777777778,0.5170138888888889,0.42351041666666667,0.6154320987654321,0.3583,120,120,77,43
base,10,75,FVQ,7,0.6017824074074074,0.503125,0.39932291666666664,0.5772762345679012,0.3583,120,120,77,43
base,10,75,FVQ,8,0.6556018518518518,0.4951388888888889,0.4259097222222222,0.5690200617283951,0.3583,120,120,77,43
base,10,75,FVQ,9,0.6419444444444444,0.5239583333333333,0.46114236111111107,0.5958333333333334,0.3583,120,120,77,43
base,10,75,FVQ,10,0.6648148148148147,0.5142361111111111,0.42693055555555565,0.5400848765432099,0.3583,120,120,77,43
base,10,75,FVQ,11,0.6588078703703704,0.5402777777777776,0.5097395833333334,0.5719907407407407,0.3583,120,120,77,43
base,10,75,FVQ,12,0.6578356481481482,0.5131944444444444,0.42375347222222226,0.5955246913580247,0.3583,120,120,77,43
base,10,75,FVQ,13,0.6387384259259259,0.513888888888889,0.4610104166666667,0.6029320987654321,0.3583,120,120,77,43
base,10,75,FVQ,14,0.6619328703703704,0.48472222222222217,0.44425347222222217,0.5838348765432099,0.3583,120,120,77,43
base,10,75,FVQ,15,0.6797916666666667,0.5211805555555555,0.4559444444444445,0.580054012345679,0.3583,120,120,77,43
base,10,75,FVQ,16,0.6644907407407408,0.5569444444444445,0.4176909722222223,0.5474537037037037,0.3583,120,120,77,43
base,10,75,FVQ,17,0.6662962962962963,0.5156250000000001,0.3992951388888889,0.5922453703703704,0.3583,120,120,77,43
base,10,75,FVQ,18,0.7230555555555556,0.5263888888888888,0.39991319444444445,0.606712962962963,0.3583,120,120,77,43
base,10,75,FVQ,19,0.7128472222222222,0.53125,0.4175590277777778,0.6774691358024691,0.3583,120,120,77,43
base,10,75,FVQ,20,0.724212962962963,0.5510416666666667,0.4170729166666667,0.5873070987654321,0.3583,120,120,77,43
base,10,75,FVQ,21,0.7395138888888889,0.5399305555555556,0.4287118055555556,0.5107638888888889,0.3583,120,120,77,43
base,10,75,FVQ,22,0.7329398148148148,0.5211805555555555,0.4572638888888889,0.6170910493827161,0.3583,120,120,77,43
base,10,75,FVQ,23,0.7393518518518519,0.4965277777777778,0.4061354166666667,0.48576388888888894,0.3583,120,120,77,43
