theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,2,30,FVQ,ordinal,first,1.0,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K2N30.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,5,75,IVQ,ordinal,74,0.8958333333333334,,0.8322289143768012,0.9594377522898655,0.06360441895653211,96,86,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K5N75; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,5,75,CVQ,ordinal,75,0.953125,,0.8914048570345556,1.0,0.06172014296544431,64,61,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K5N75; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,FVQ,ordinal,1,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,2,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,3,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,4,0.8660714285714286,,0.801756246056594,0.9303866110862632,0.0643151825148346,112,97,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,5,0.9125,,0.846496063261101,0.9785039367388989,0.06600393673889889,80,73,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,6,0.8571428571428571,,0.7912898785465438,0.9229958357391704,0.06585297859631331,112,96,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,7,0.8645833333333334,,0.7946487702282099,0.9345178964384568,0.06993456310512348,96,83,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,8,0.953125,,0.8914048570345556,1.0,0.06172014296544431,64,61,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,9,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,10,0.8854166666666666,,0.8195758312681732,0.95125750206516,0.06584083539849336,96,85,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,11,0.9,,0.8308609494456025,0.9691390505543975,0.06913905055439752,80,72,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,12,0.953125,,0.8914048570345556,1.0,0.06172014296544431,64,61,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,13,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,14,0.925,,0.8623917382068295,0.9876082617931706,0.06260826179317054,80,74,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,15,0.9125,,0.846496063261101,0.9785039367388989,0.06600393673889889,80,73,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,16,0.828125,,0.762341374928522,0.893908625071478,0.06578362507147795,128,106,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,17,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,18,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,19,0.953125,,0.8914048570345556,1.0,0.06172014296544431,64,61,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,20,0.953125,,0.8914048570345556,1.0,0.06172014296544431,64,61,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,21,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,22,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,23,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,IVQ,ordinal,24,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,25,CVQ,ordinal,25,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N25; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,block,10,50,FVQ,ordinal,first,0.99,,,,0.02,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,FVQ,ordinal,first,0.99,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K10N50.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,FVQ,ordinal,1,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,2,0.9791666666666666,,0.9163989744333195,1.0,0.06276769223334708,48,47,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,3,0.90625,,0.845026566666948,0.967473433333052,0.061223433333052,96,87,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,4,0.725,,0.6562267209117956,0.7937732790882044,0.06877327908820446,160,116,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,5,0.7847222222222222,,0.7176572728896237,0.8517871715548208,0.06706494933259853,144,113,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,6,0.8055555555555556,,0.7407901783357969,0.8703209327753143,0.06476537721975871,144,116,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,7,0.640625,,0.5733113965744531,0.7079386034255469,0.06731360342554694,192,123,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,8,0.7375,,0.6696730668944486,0.8053269331055515,0.06782693310555145,160,118,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,9,0.875,,0.8070530407258207,0.9429469592741793,0.06794695927417928,96,84,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,10,0.6988636363636364,,0.6315494438315986,0.7661778288956741,0.06731419253203774,176,123,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,11,0.7125,,0.6428433610227418,0.7821566389772583,0.06965663897725821,160,114,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,12,0.8203125,,0.7534797296727171,0.8871452703272829,0.06683277032728288,128,105,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,13,0.640625,,0.5733113965744531,0.7079386034255469,0.06731360342554694,192,123,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,14,0.578125,,0.5089232044123866,0.6473267955876134,0.06920179558761336,192,111,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,15,0.4375,,0.36799952949021647,0.5070004705097835,0.06950047050978352,192,84,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,16,0.5260416666666666,,0.45610471558780014,0.5959786177455332,0.06993695107886651,192,101,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,17,0.5520833333333334,,0.48242115639285843,0.6217455102738083,0.06966217694047493,192,106,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,18,0.6931818181818182,,0.6255299760246628,0.7608336603389737,0.06765184215715551,176,122,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,19,0.6590909090909091,,0.5896469739837206,0.7285348441980976,0.06944393510718846,176,116,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,20,0.609375,,0.5409760467200028,0.6777739532799972,0.06839895327999723,192,117,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,21,0.6458333333333334,,0.5787289978744685,0.7129376687921982,0.06710433545886488,192,124,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,22,0.7102272727272727,,0.6436232537909743,0.7768312916635711,0.06660401893629847,176,125,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,23,0.609375,,0.5409760467200028,0.6777739532799972,0.06839895327999723,192,117,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,24,0.59375,,0.5249150114491973,0.6625849885508027,0.06883498855080271,192,114,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,25,0.4375,,0.36799952949021647,0.5070004705097835,0.06950047050978352,192,84,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,26,0.640625,,0.5733113965744531,0.7079386034255469,0.06731360342554694,192,123,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,27,0.6354166666666666,,0.5679020187097147,0.7029313146236186,0.06751464795695197,192,122,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,28,0.6197916666666666,,0.551722511979762,0.6878608213535713,0.06806915468690461,192,119,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,29,0.546875,,0.477143111208834,0.616606888791166,0.069731888791166,192,105,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,30,0.5260416666666666,,0.45610471558780014,0.5959786177455332,0.06993695107886651,192,101,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,31,0.6145833333333334,,0.5463453324990271,0.6828213341676397,0.06823800083430628,192,118,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,32,0.5260416666666666,,0.45610471558780014,0.5959786177455332,0.06993695107886651,192,101,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,33,0.53125,,0.4613532815329891,0.6011467184670108,0.06989671846701088,192,102,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,34,0.53125,,0.4613532815329891,0.6011467184670108,0.06989671846701088,192,102,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,35,0.4583333333333333,,0.38853912980220573,0.5281275368644609,0.06979420353112761,192,88,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,36,0.609375,,0.5409760467200028,0.6777739532799972,0.06839895327999723,192,117,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,37,0.546875,,0.477143111208834,0.616606888791166,0.069731888791166,192,105,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,38,0.5989583333333334,,0.5302609370561642,0.6676557296105026,0.0686973962771692,192,115,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,39,0.6197916666666666,,0.551722511979762,0.6878608213535713,0.06806915468690461,192,119,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,40,0.7125,,0.6428433610227418,0.7821566389772583,0.06965663897725821,160,114,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,41,0.6477272727272727,,0.5777716510339344,0.7176828944206111,0.06995562169333841,176,114,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,42,0.71875,,0.6495273224427286,0.7879726775572714,0.06922267755727136,160,115,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,43,0.6534090909090909,,0.5837041053093516,0.7231140765088303,0.06970498559973932,176,115,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,44,0.7708333333333334,,0.70236493703996,0.8393017296267068,0.06846839629337345,144,111,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,45,0.8046875,,0.7358774059423626,0.8734975940576374,0.06881009405763741,128,103,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,46,0.6988636363636364,,0.6315494438315986,0.7661778288956741,0.06731419253203774,176,123,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,47,0.7569444444444444,,0.6871689153537328,0.826719973535156,0.06977552909071161,144,109,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,48,0.73125,,0.662941861109774,0.7995581388902259,0.0683081388902259,160,117,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,IVQ,ordinal,49,0.8203125,,0.7534797296727171,0.8871452703272829,0.06683277032728288,128,105,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,CVQ,ordinal,50,0.953125,,0.8914048570345556,1.0,0.06172014296544431,64,61,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N50; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,block,10,50,CVQ,semantic,last,0.89,,,,0.04,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,50,CVQ,ordinal,last,0.92,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K10N50.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,100,FVQ,ordinal,1,0.96875,,0.9132209307514648,1.0,0.05552906924853514,64,62,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N100; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,10,100,CVQ,ordinal,100,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K10N100; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,20,20,FVQ,ordinal,1,0.9125,,0.846496063261101,0.9785039367388989,0.06600393673889889,80,73,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K20N20; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,block,20,20,CVQ,ordinal,20,0.9375,,0.8703384944005647,1.0,0.0671615055994353,64,60,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K20N20; condition key base_block
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,flat_nolabel,10,50,FVQ,ordinal,first,0.92,,,,0.04,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,flat_nolabel,10,50,CVQ,semantic,last,0.01,,,,0.02,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,flat_verbose,10,50,FVQ,ordinal,first,0.39,,,,0.07,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,flat_verbose,10,50,CVQ,semantic,last,0.47,,,,0.07,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,landmark,10,50,FVQ,ordinal,first,0.92,,,,0.04,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,semantic_multi,landmark,10,50,CVQ,semantic,last,0.0,,,,0.01,,,,,,,,derived,paper/figures/tab_format_ci.tex,back-extracted from committed paper table; raw experiments_cloud/results/ucurve_vllm/ not local
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,plain,2,30,FVQ,semantic,first,1.0,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K2N30.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,plain,2,30,FVQ,ordinal,1,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K2N30; condition key base_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,plain,2,30,CVQ,semantic,30,0.6145833333333334,,0.5463453324990271,0.6828213341676397,0.06823800083430628,192,118,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K2N30; condition key base_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,plain,2,30,CVQ,semantic,last,0.67,,,,,100,,,,,,,raw,lora_intervention/experiments/gemma_results/block/results_K2N30.json,behavioural accuracy only; per-layer P(v_last) / P(v_first) curves remain in the source file
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,plain,5,20,FVQ,ordinal,1,1.0,,0.9485813916897793,1.0,0.05141860831022067,48,48,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K5N20; condition key base_plain
03_prompt_format,gemma-3-4b-it,Gemma-3,False,base,arbitrary_single,plain,5,20,IVQ,ordinal,2,0.5260416666666666,,0.45610471558780014,0.5959786177455332,0.06993695107886651,192,101,,,,,,raw,lora_intervention/experiments/gemma_results/behavioral/results.json,cell K5N20; condition key base_plain
