model,model_family,variant,num_keys,num_updates,condition,query_type,condition_label,slot,subset,label_set,C,layer,rel_depth,top1,top1_std,mean_rank,mrr,n_folds,hit_max_iter,n_probe,chance,provenance_tier,source_file,notes
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,0,0.0,0.030540632006430046,0.0016168288490702497,21.654359321460298,0.11619339906048007,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,1,0.029412,0.030542747155125005,0.0033476797242082373,23.89692668894623,0.10330165237244253,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,2,0.058824,0.044828461440839296,0.010328592698069863,20.970324463809806,0.1338430818966579,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,3,0.088235,0.04287829434409239,0.007487604272615527,21.192271246668643,0.13255458292323388,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,4,0.117647,0.0396336562460341,0.010340288119875836,21.602436651296586,0.12860652705388892,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,5,0.147059,0.0389864207453784,0.00871210105462998,21.36198231735691,0.12899956155995085,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,6,0.176471,0.03963154109733914,0.007496770308682561,21.42290706036634,0.12934547285651918,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,7,0.205882,0.04806886924150768,0.022041898889267074,19.895048436905114,0.14567206324050355,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,8,0.235294,0.04873091078302805,0.008701111946338894,20.138658572697658,0.14169431135552293,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
gemma-3-4b-it,Gemma-3,base,5,10,IVQ,ordinal,k2,2,wrong,cv_first,0.1,9,0.264706,0.04612927788823554,0.011852137900058997,20.443392275476963,0.14047969568879728,5,False,1539,0.02,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/probe_fits_wrong.json,
