model,dataset,num_keys,num_updates,fvq_acc,cvq_acc,gap,fvq_ci_lower,fvq_ci_upper,cvq_ci_lower,cvq_ci_upper,n_trials,max_trials,source_file
Qwen2.5-0.5B-Instruct,semantic_multi,15,10,0.6,0.09,0.51,0.5,0.7,0.04,0.15,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,15,15,0.59,0.07,0.52,0.4998,0.68,0.03,0.13,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,15,20,0.48,0.02,0.46,0.38,0.58,0.0,0.05,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,15,30,0.42,0.02,0.4,0.32,0.52,0.0,0.05,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,15,50,0.23,0.09,0.14,0.15,0.32,0.04,0.15,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,5,0.66,0.18,0.48,0.57,0.75,0.11,0.26,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,7,0.58,0.12,0.46,0.49,0.68,0.06,0.19,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,10,0.68,0.09,0.59,0.59,0.77,0.04,0.15,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,15,0.37,0.04,0.33,0.28,0.46,0.01,0.08,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,20,0.25,0.06,0.19,0.17,0.34,0.02,0.11,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,30,0.19,0.06,0.13,0.11,0.27,0.02,0.11,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,20,50,0.17,0.06,0.11,0.1,0.25,0.02,0.11,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,5,0.62,0.1,0.52,0.53,0.71,0.05,0.16,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,7,0.54,0.07,0.47,0.44,0.6302,0.02,0.13,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,10,0.43,0.06,0.37,0.34,0.52,0.02,0.11,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,15,0.36,0.03,0.33,0.27,0.45,0.0,0.0602,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,20,0.31,0.09,0.22,0.22,0.4,0.04,0.15,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,30,0.12,0.07,0.05,0.06,0.18,0.02,0.12,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,25,50,0.16,0.06,0.1,0.09,0.24,0.02,0.11,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,5,0.68,0.09,0.59,0.59,0.77,0.04,0.15,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,7,0.56,0.09,0.47,0.46,0.66,0.04,0.15,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,10,0.42,0.1,0.32,0.32,0.52,0.05,0.16,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,15,0.34,0.06,0.28,0.25,0.43,0.02,0.11,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,20,0.2,0.0,0.2,0.13,0.28,0.0,0.0,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,30,0.13,0.04,0.09,0.07,0.2,0.01,0.08,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-0.5B-Instruct,semantic_multi,30,50,0.07,0.15,-0.08,0.02,0.12,0.08,0.22,100,100,v3/results_vllm/semantic_multi/Qwen2.5-0.5B-Instruct/stage1_sweep_20260408_225340.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,5,0.99,0.57,0.42,0.97,1.0,0.47,0.66,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,7,0.97,0.46,0.51,0.94,1.0,0.3698,0.56,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,10,0.97,0.36,0.61,0.93,1.0,0.26,0.46,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,15,0.96,0.35,0.61,0.92,0.99,0.26,0.45,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,20,0.98,0.29,0.69,0.95,1.0,0.2,0.38,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,30,0.98,0.2,0.78,0.95,1.0,0.12,0.28,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,50,0.98,0.17,0.81,0.95,1.0,0.1,0.25,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,75,0.97,0.17,0.8,0.93,1.0,0.1,0.25,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,2,100,0.98,0.06,0.92,0.95,1.0,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,5,0.95,0.27,0.68,0.9,0.99,0.1898,0.36,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,7,0.97,0.34,0.63,0.93,1.0,0.2498,0.43,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,10,0.89,0.26,0.63,0.83,0.9402,0.18,0.35,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,15,0.92,0.23,0.69,0.86,0.97,0.16,0.3102,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,20,0.96,0.22,0.74,0.92,0.99,0.14,0.31,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,30,0.95,0.18,0.77,0.9,0.99,0.11,0.25,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,50,0.87,0.12,0.75,0.8,0.93,0.06,0.18,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,75,0.92,0.12,0.8,0.86,0.97,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,3,100,0.84,0.12,0.72,0.76,0.91,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,5,0.98,0.18,0.8,0.95,1.0,0.11,0.26,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,7,0.94,0.24,0.7,0.89,0.98,0.16,0.33,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,10,0.85,0.26,0.59,0.77,0.92,0.18,0.35,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,15,0.86,0.24,0.62,0.79,0.92,0.16,0.3202,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,20,0.85,0.21,0.64,0.78,0.9102,0.13,0.29,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,30,0.85,0.21,0.64,0.78,0.92,0.14,0.29,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,50,0.77,0.11,0.66,0.68,0.85,0.06,0.17,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,75,0.68,0.1,0.58,0.59,0.77,0.04,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,5,100,0.72,0.12,0.6,0.63,0.81,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,5,0.93,0.23,0.7,0.88,0.98,0.15,0.31,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,7,0.92,0.2,0.72,0.86,0.97,0.12,0.28,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,10,0.87,0.31,0.56,0.8,0.93,0.22,0.4,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,15,0.83,0.2,0.63,0.76,0.9,0.13,0.28,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,20,0.77,0.19,0.58,0.69,0.85,0.12,0.27,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,30,0.66,0.2,0.46,0.57,0.75,0.13,0.28,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,50,0.56,0.09,0.47,0.47,0.65,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,75,0.52,0.13,0.39,0.42,0.61,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,7,100,0.54,0.1,0.44,0.45,0.64,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,5,0.96,0.2,0.76,0.91,0.99,0.12,0.28,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,7,0.85,0.16,0.69,0.77,0.92,0.09,0.24,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,10,0.83,0.13,0.7,0.75,0.9,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,15,0.74,0.18,0.56,0.65,0.82,0.11,0.26,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,20,0.59,0.15,0.44,0.49,0.68,0.08,0.22,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,30,0.43,0.17,0.26,0.32,0.53,0.1,0.24,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,50,0.5,0.11,0.39,0.4098,0.6,0.05,0.17,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,75,0.42,0.1,0.32,0.32,0.52,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,10,100,0.33,0.14,0.19,0.24,0.42,0.07,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,5,0.85,0.18,0.67,0.77,0.92,0.11,0.26,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,7,0.74,0.12,0.62,0.65,0.82,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,10,0.64,0.23,0.41,0.55,0.73,0.15,0.32,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,15,0.55,0.07,0.48,0.45,0.65,0.02,0.12,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,20,0.5,0.12,0.38,0.4,0.59,0.06,0.1802,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,30,0.44,0.1,0.34,0.34,0.53,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,50,0.24,0.11,0.13,0.15,0.32,0.05,0.17,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,75,0.26,0.12,0.14,0.18,0.35,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,15,100,0.16,0.06,0.1,0.09,0.24,0.02,0.11,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,5,0.75,0.11,0.64,0.66,0.83,0.05,0.17,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,7,0.64,0.13,0.51,0.54,0.73,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,10,0.52,0.02,0.5,0.42,0.62,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,15,0.35,0.14,0.21,0.25,0.44,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,20,0.29,0.13,0.16,0.2,0.38,0.07,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,30,0.23,0.11,0.12,0.15,0.32,0.06,0.18,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,50,0.14,0.08,0.06,0.07,0.21,0.03,0.14,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,75,0.09,0.1,-0.01,0.04,0.15,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,20,100,0.12,0.11,0.01,0.06,0.18,0.05,0.18,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,5,0.72,0.09,0.63,0.63,0.8,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,7,0.49,0.07,0.42,0.39,0.59,0.03,0.12,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,10,0.51,0.09,0.42,0.42,0.61,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,15,0.35,0.09,0.26,0.26,0.44,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,20,0.26,0.1,0.16,0.18,0.35,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,30,0.13,0.05,0.08,0.07,0.2,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,50,0.15,0.07,0.08,0.08,0.22,0.03,0.12,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,25,75,0.1,0.08,0.02,0.04,0.16,0.03,0.14,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,5,0.64,0.1,0.54,0.55,0.73,0.05,0.16,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,7,0.46,0.14,0.32,0.36,0.56,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,10,0.33,0.14,0.19,0.24,0.42,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,15,0.37,0.12,0.25,0.28,0.46,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,20,0.21,0.12,0.09,0.13,0.29,0.06,0.18,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,30,0.19,0.13,0.06,0.11,0.27,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,50,0.11,0.09,0.02,0.05,0.17,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,arbitrary_single,30,75,0.08,0.09,-0.01,0.03,0.13,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_231134.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,5,0.99,0.54,0.45,0.97,1.0,0.45,0.64,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,7,0.97,0.45,0.52,0.93,1.0,0.36,0.55,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,10,1.0,0.44,0.56,1.0,1.0,0.34,0.53,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,15,0.99,0.36,0.63,0.97,1.0,0.27,0.45,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,20,0.99,0.28,0.71,0.97,1.0,0.19,0.37,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,30,0.97,0.22,0.75,0.93,1.0,0.14,0.3002,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,2,50,0.93,0.24,0.69,0.88,0.97,0.16,0.32,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,5,0.96,0.51,0.45,0.92,0.99,0.41,0.61,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,7,0.91,0.4,0.51,0.85,0.96,0.3,0.5,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,10,0.98,0.39,0.59,0.95,1.0,0.29,0.49,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,15,0.97,0.21,0.76,0.93,1.0,0.13,0.29,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,20,0.94,0.34,0.6,0.89,0.98,0.25,0.43,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,30,0.86,0.29,0.57,0.79,0.92,0.21,0.38,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,3,50,0.82,0.2,0.62,0.74,0.8902,0.13,0.28,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,5,5,0.95,0.44,0.51,0.9,0.99,0.3498,0.54,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,5,7,0.94,0.4,0.54,0.89,0.98,0.31,0.5,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
Qwen2.5-1.5B-Instruct,semantic_multi,5,10,0.91,0.33,0.58,0.85,0.96,0.24,0.43,100,100,v3/results_vllm/semantic_multi/Qwen2.5-1.5B-Instruct/stage1_sweep_20260408_232055.json
